51307, 1
55972, 1
20325, 1
5735, 1
32337, 2
10193, 2
32102, 2
2446, 3
46963, 3
51977, 4
51569, 4
22160, 4
1840, 5
57231, 5
28443, 5
62991, 6
17033, 6
12257, 6
41730, 7
63616, 8
62374, 9
22725, 9
19630, 9
9963, 9
63640, 9
26548, 11
52280, 11
59123, 11
38561, 12
62017, 13
30862, 13
43611, 14
59330, 15
24167, 15
20737, 15
55891, 15
39186, 16
42082, 17
30248, 17
53487, 17
27397, 17
16290, 17
51428, 17
59953, 18
4652, 18
22574, 18
17037, 19
9914, 19
2910, 19
42954, 20
54457, 20
4061, 20
12158, 22
10918, 22
56310, 23
63767, 24
32084, 24
17327, 25
61224, 26
62442, 26
29678, 27
42507, 27
47215, 27
23762, 27
19498, 28
43511, 28
4530, 29
46867, 29
25500, 29
45855, 30
28342, 31
62861, 31
44509, 31
38538, 32
63804, 32
24999, 32
17049, 33
31702, 33
53785, 33
15538, 34
61916, 34
6278, 35
43920, 35
58427, 35
26283, 35
7966, 35
56291, 35
15836, 35
4970, 35
41683, 35
33929, 36
63468, 36
5629, 36
5897, 36
25245, 36
9829, 37
1561, 39
18784, 40
64241, 40
24237, 40
6907, 40
6448, 40
31272, 42
37529, 42
7760, 44
47681, 45
49767, 45
5522, 46
62952, 46
40206, 47
35170, 48
40837, 48
4659, 48
3241, 48
12103, 48
47554, 49
41793, 49
63193, 50
42416, 50
31077, 51
21052, 51
50431, 51
54114, 51
43046, 52
18574, 52
64682, 53
395, 53
340, 53
18269, 54
60400, 54
34528, 55
35311, 55
13479, 56
59021, 56
5938, 56
13346, 57
4489, 57
48181, 57
38902, 57
14678, 58
8613, 59
51311, 59
2622, 60
4917, 62
41910, 62
47730, 63
7240, 63
50799, 63
51286, 65
36582, 65
38983, 66
10384, 67
48205, 67
8377, 68
30222, 68
59939, 68
59586, 68
55194, 69
38506, 70
26302, 70
27476, 70
64554, 70
3993, 70
4943, 70
412, 72
10403, 72
36198, 72
40344, 72
52828, 72
56701, 74
3444, 76
9876, 76
13715, 76
25385, 76
36612, 76
62941, 77
56321, 77
36773, 77
44805, 77
53020, 77
984, 78
35104, 78
53368, 78
40784, 78
49395, 79
40645, 79
39518, 79
24632, 80
11651, 80
33728, 81
5427, 82
26239, 82
23039, 82
38461, 82
30792, 82
14472, 83
34803, 83
7031, 85
5416, 85
21216, 86
34774, 87
24358, 87
61513, 88
19102, 88
13149, 89
19497, 89
14074, 89
824, 89
62542, 90
44727, 91
56779, 92
62098, 92
27974, 92
58181, 93
44097, 93
59662, 94
1818, 94
16193, 94
10092, 95
46016, 95
34087, 96
30992, 96
50152, 96
10066, 96
40649, 97
49520, 97
15650, 97
14646, 98
57595, 98
59034, 98
63171, 98
40287, 99
10547, 99
51868, 100
64225, 100
11262, 100
17121, 101
44193, 102
23090, 102
63180, 103
52733, 103
53309, 104
23828, 105
22983, 105
49996, 106
27316, 106
37843, 107
43033, 107
58944, 108
45447, 109
39000, 109
37330, 109
16162, 109
25001, 110
48356, 110
34136, 110
41774, 111
32540, 111
2846, 112
14911, 112
55236, 112
1280, 113
59972, 114
948, 114
35081, 114
52908, 114
24514, 114
61891, 115
62461, 115
22422, 115
20686, 117
9644, 117
34153, 118
24747, 118
64259, 119
54138, 120
53187, 120
41716, 120
38311, 121
18930, 122
4017, 123
4330, 123
42305, 123
61786, 123
43185, 124
28406, 124
39530, 128
58643, 128
6986, 129
51251, 129
54402, 130
24672, 132
39582, 132
62848, 132
57690, 132
25315, 132
62329, 133
53552, 134
8267, 134
43217, 134
43152, 135
35082, 136
9998, 136
40834, 137
8462, 137
452, 138
28221, 139
6542, 139
38598, 139
27640, 140
5142, 141
18307, 142
39051, 143
41358, 143
46373, 143
6972, 143
33595, 143
13513, 143
31282, 144
56860, 144
62777, 144
30341, 144
4410, 144
26711, 145
35668, 145
65112, 145
63054, 145
59725, 145
64430, 145
16706, 146
37893, 147
38879, 147
54418, 148
43232, 149
23398, 149
2332, 150
32777, 150
18931, 150
47505, 150
31772, 151
19967, 151
11144, 152
37111, 152
19081, 152
13495, 153
60316, 153
62128, 153
48747, 153
24775, 153
30232, 153
56962, 154
32558, 155
49365, 155
14787, 155
30684, 155
48703, 155
32150, 155
7707, 156
61845, 156
50841, 157
20909, 157
15845, 158
39851, 158
18992, 160
34234, 160
27556, 161
9404, 162
57712, 162
53146, 162
28460, 164
57709, 164
36447, 165
37045, 165
6439, 167
39450, 167
5756, 168
32161, 168
18682, 168
59502, 168
22455, 169
47707, 169
58333, 169
36680, 169
3364, 169
17975, 169
29958, 170
23803, 171
3180, 171
20858, 172
52669, 172
10457, 173
10725, 174
63101, 174
38285, 175
36726, 175
30590, 176
3336, 176
51421, 178
14244, 178
16678, 178
27599, 178
64290, 178
16400, 178
61910, 179
43237, 179
58221, 179
13534, 180
16421, 180
12457, 180
7436, 181
38644, 181
12252, 181
39996, 182
63341, 182
17613, 183
20818, 184
36094, 185
48641, 185
63006, 186
7445, 187
43435, 187
56237, 187
28675, 188
22347, 188
53025, 188
48553, 188
38362, 189
35737, 190
65184, 190
23118, 190
40356, 191
30603, 191
42540, 191
40699, 191
7992, 192
56543, 193
25297, 193
30520, 194
2092, 194
34539, 194
11257, 194
59127, 196
20461, 196
44473, 196
31138, 197
13794, 197
21694, 197
15833, 197
30855, 199
10818, 199
52829, 200
24091, 200
44108, 200
33361, 200
26352, 200
8358, 201
21958, 201
22229, 201
28631, 202
47989, 202
36000, 202
45890, 203
23383, 203
18327, 203
36405, 204
11150, 204
30788, 205
15977, 206
34315, 206
18195, 207
31387, 207
27586, 209
39637, 210
14773, 210
24710, 210
49964, 210
32247, 211
55451, 211
8434, 211
3622, 212
65316, 213
18968, 214
55499, 214
9242, 215
16469, 215
6652, 216
32234, 216
47138, 217
1107, 217
23657, 219
33763, 221
61913, 222
21028, 222
11219, 226
39150, 226
50349, 226
1502, 227
45742, 227
2738, 228
3255, 229
22400, 229
21335, 230
40921, 230
40850, 231
909, 232
61817, 233
57493, 233
805, 234
10758, 234
29219, 236
43210, 236
29925, 236
32265, 238
47780, 238
18439, 238
47673, 238
4640, 238
44652, 239
7438, 239
62390, 241
29696, 241
25241, 241
65374, 243
30797, 243
64467, 244
55158, 245
60126, 245
15728, 245
8023, 246
11892, 246
30090, 247
17924, 247
53608, 249
24825, 249
44002, 251
15156, 251
20650, 251
38610, 252
54933, 253
60723, 253
58743, 254
8518, 254
56665, 255
46147, 255
32980, 255
36684, 256
53953, 256
27243, 256
45298, 257
27864, 257
63380, 258
34688, 259
4843, 259
8578, 260
39120, 260
57722, 260
12857, 260
14999, 260
30337, 261
9013, 261
24937, 262
19868, 262
47748, 262
61959, 262
53931, 263
7236, 264
48283, 264
5440, 264
56482, 265
35396, 265
30149, 266
7453, 266
723, 267
40000, 267
18059, 268
42138, 269
17729, 269
14365, 269
49965, 270
53668, 270
32378, 273
34636, 274
21820, 274
45782, 275
6690, 275
40800, 275
52159, 275
4335, 275
46363, 276
31925, 276
55360, 276
